,name,description,units,valid values,var_type,min,max
377,bcc8222,Number of months since the oldest open revolving bankcard trade was opened,Months,0-9990,numeric,0,9990
378,bcc8320,Average number of months since revolving bankcard trades were opened including indeterminates,Months,0-9990,numeric,0,9990
379,bcc8337,Average number of months with a balance activity in the last 12 months on open revolving bankcard trades opened at least 6 months,Months,0-13,numeric,0,13
380,mfx5829,Total monthly payment on open first mortgage trades reported in the last 6 months with joint accounts weighted excluding authorized user trades,$,0-999999990,numeric,0,999999990
381,mtx5039,"Total balance on open, or closed with a balance > $0 mortgage type trades, reported in the last 6 months with joint accounts weighted excluding derogatory and authorized user trades",$,0-999999990,numeric,0,999999990
382,mtx5839,"Total monthly payment on open, or closed with a balance > $0 mortgage type trades, reported in the last 6 months with joint accounts weighted excluding derogatory and authorized user trades",$,0-999999990,numeric,0,999999990
383,use5030,"Total balance on open, or closed with a balance > $0 authorized user trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
384,use5320,Total credit amount on open authorized user trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
385,use8220,Number of months since the oldest authorized user trade was opened including indeterminates,Months,0-9990,numeric,0,9990
386,brc0300,Total number of credit card trades,Trades,0-90,numeric,0,90
387,brc0400,Total number of open credit card trades,Trades,0-90,numeric,0,90
388,brc1300,Total number of credit card trades never delinquent or derogatory,Trades,0-90,numeric,0,90
389,brc2000,Total number of open credit card trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
390,brc2358,Total number of credit card trades ever 60 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
391,brc2388,Total number of credit card trades ever 90 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
392,brc3425,Total number of open credit card trades with a balance to credit limit ratio >= 75 reported in the last 6 months ,Trades,0-90,numeric,0,90
393,brc3480,Total number of open credit card trades with actual payment > $0 reported in the last 6 months,Trades,0-90,numeric,0,90
394,brc3485,Total number of open credit card trades with actual payment minus scheduled payment >= $1000 reported in the last 6 months ,Trades,0-90,numeric,0,90
395,brc3510,Total number of credit card trades with a balance > $0 reported in the last 6 months excluding derogatory trades,Trades,0-90,numeric,0,90
396,brc5020,Total balance on open credit card trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
397,brc5030,"Total balance on open, or closed with a balance > $0 credit card trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
398,brc5038,"Total balance on open, or closed with a balance > $0 credit card trades with actual payment > $0, excluding derogatory trades, reported in the last 6 months",$,0-999999990,numeric,0,999999990
399,brc5238,"Total amount difference between actual payment and scheduled payment on open, or closed with a balance > $0 credit card trades, with actual payment >= scheduled payment and actual payment > $0, excluding derogatory trades, reported in the last 6 months",$,0-999999990,numeric,0,999999990
400,brc5620,Total available credit amount on open credit card trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
401,brc5830,"Total monthly payment on open, or closed with a balance > $0 credit card trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
402,brc5838,"Total scheduled payment on open, or closed with a balance > $0 credit card trades with actual payment > $0, excluding derogatory trades, reported in the last 6 months",$,0-999999990,numeric,0,999999990
403,brc5930,"Total actual payment on open, or closed with a balance > $0 credit card trades, excluding derogatory trades, reported in the last 6 months ",$,0-999999990,numeric,0,999999990
404,brc6200,Worst ever status on a credit card trade including indeterminates,Rank,0-400,numeric,0,400
405,brc7140,Overall balance to credit limit ratio on open credit card trades reported in the last 6 months with credit limit > $0,%,0-990,numeric,0,990
406,brc7150,"Overall scheduled payment to actual payment ratio on open credit card trades with actual payment > $0, reported in the last 6 months ",%,0-990,numeric,0,990
407,brc7517,Percentage of open credit card trades that were opened in the last 12 months ,%,0-100,numeric,0,100
408,brc7592,Percentage of open credit card trades with actual payment > $0 reported in the last 6 months that are actual payment minus scheduled payment >= $1000,%,0-100,numeric,0,100
409,brc8120,Number of months since the most recently opened credit card trade including indeterminates,Months,0-9990,numeric,0,9990
410,brc8158,Number of months since the most recent 90 or more days delinquency or derogatory on credit card trades including indeterminates,Months,0-9990,numeric,0,9990
411,brc8320,Average number of months since credit card trades were opened including indeterminates,Months,0-9990,numeric,0,9990
412,col2750,Total number of collection trades,Trades,0-90,numeric,0,90
413,col2757,Total number of collections that were placed with the collector in the last 12 months ,Trades,0-90,numeric,0,90
414,col2766,Total number of medical collections that were placed with the collector in the last 6 months ,Trades,0-90,numeric,0,90
415,col2767,Total number of medical collections that were placed with the collector in the last 12 months ,Trades,0-90,numeric,0,90
416,col2768,Total number of medical collections that were placed with the collector in the last 24 months ,Trades,0-90,numeric,0,90
417,col2770,"Total number of banking, financial, or credit union collection trades",Trades,0-90,numeric,0,90
418,col2780,Total number of retail collection trades,Trades,0-90,numeric,0,90
419,col2790,Total number of utility collection trades,Trades,0-90,numeric,0,90
420,col3200,Total number of unsatisfied collections,Trades,0-90,numeric,0,90
421,col3201,Total number of satisfied collections with status date within the last 6 months,Trades,0-90,numeric,0,90
422,col3204,Total number of unsatisfied student loan collections,Trades,0-90,numeric,0,90
423,col3206,Total number of unsatisfied medical collections,Trades,0-90,numeric,0,90
424,col3207,"Total number of unsatisfied banking, financial, or credit union collections",Trades,0-90,numeric,0,90
425,col3208,Total number of unsatisfied retail collections,Trades,0-90,numeric,0,90
426,col3211,Total number of non-medical collections with a balance > $500,Trades,0-90,numeric,0,90
427,col3212,Total number of collections with a balance > $500 reported in the last 12 months,Trades,0-90,numeric,0,90
428,col3217,Total number of medical collections with a balance > $500,Trades,0-90,numeric,0,90
429,col3219,Total number of medical collections with a balance > $1000,Trades,0-90,numeric,0,90
430,col3236,Total number of satisfied collections that were placed with the collector in the last 6 months ,Trades,0-90,numeric,0,90
431,col3237,Total number of satisfied collections that were placed with the collector in the last 12 months ,Trades,0-90,numeric,0,90
432,col3242,Total number of unsatisfied medical collections that were placed with the collector in the last 6 months ,Trades,0-90,numeric,0,90
433,col3243,Total number of unsatisfied medical collections that were placed with the collector in the last 12 months ,Trades,0-90,numeric,0,90
434,col5060,Total balance on collections,$,0-999999990,numeric,0,999999990
435,col5062,Total balance on collections reported in the last 6 months,$,0-999999990,numeric,0,999999990
436,col5063,Total balance on collections that were placed with the collector in the last 24 months ,$,0-999999990,numeric,0,999999990
437,col5064,Total balance on student loan collections,$,0-999999990,numeric,0,999999990
438,col5066,Total balance on medical collections,$,0-999999990,numeric,0,999999990
439,col5067,"Total balance on banking, financial, or credit union collections ",$,0-999999990,numeric,0,999999990
440,col5068,Total balance on retail collections ,$,0-999999990,numeric,0,999999990
441,col5069,Total balance on utility collections ,$,0-999999990,numeric,0,999999990
442,col8165,Number of months since the most recent collection including indeterminates,Months,0-9990,numeric,0,9990
443,col8168,Number of months since the most recent unsatisfied collection including indeterminates,Months,0-9990,numeric,0,9990
444,col8190,Number of months since the most recent collection (excluding satisfied medical collection) including indeterminates,Months,0-9990,numeric,0,9990
445,col8191,Number of months since the most recent medical collection with a balance > $200 including indeterminates,Months,0-9990,numeric,0,9990
446,col8192,Number of months since the most recent non-medical collection with a balance > $200 including indeterminates,Months,0-9990,numeric,0,9990
447,col8194,Number of months since the most recent student loan collection including indeterminates,Months,0-9990,numeric,0,9990
448,col8195,Number of months since the most recent non-medical collection including indeterminates,Months,0-9990,numeric,0,9990
449,col8196,Number of months since the most recent medical collection including indeterminates,Months,0-9990,numeric,0,9990
450,col8198,Number of months since the most recent retail collection including indeterminates,Months,0-9990,numeric,0,9990
451,col8199,Number of months since the most recent utility collection including indeterminates,Months,0-9990,numeric,0,9990
452,fip0300,Total number of personal finance trades,Trades,0-90,numeric,0,90
453,fip0416,Total number of open personal finance trades reported in the last 6 months ,Trades,0-90,numeric,0,90
454,fip0438,Total number of open personal finance trades opened in the last 24 months ,Trades,0-90,numeric,0,90
455,fip2000,Total number of open personal finance trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
456,fip2320,Total number of personal finance trades ever 30 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
457,fip2328,Total number of personal finance trades ever 30 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
458,fip2350,Total number of personal finance trades ever 60 or more days delinquent or derogatory ,Trades,0-90,numeric,0,90
459,fip2358,Total number of personal finance trades ever 60 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
460,fip2388,Total number of personal finance trades ever 90 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
461,fip5020,Total balance on open personal finance trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
462,fip5120,Maximum balance on open personal finance trades reported in the last 6 months,$,0-999999990,numeric,0,999999990
463,fip5320,Total credit amount on open personal finance trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
464,fip5820,Total monthly payment on open personal finance trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
465,fip6280,Worst ever status on a personal finance trade in the last 24 months including indeterminates,Rank,0-400,numeric,0,400
466,fip8120,Number of months since the most recently opened personal finance trade including indeterminates,Months,0-9990,numeric,0,9990
467,fip8220,Number of months since the oldest personal finance trade was opened including indeterminates,Months,0-9990,numeric,0,9990
468,hlc0401,Total number of open home equity line of credit trades with credit line suspended,Trades,0-90,numeric,0,90
469,hlc0402,Total number of open home equity line of credit trades with a balance= $0,Trades,0-90,numeric,0,90
470,hlc0416,Total number of open home equity line of credit trades reported in the last 6 months ,Trades,0-90,numeric,0,90
471,hlc0700,Total number of closed home equity line of credit trades,Trades,0-90,numeric,0,90
472,hlc1402,Total number of open home equity line of credit trades with a balance > $0 presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
473,hlc2000,Total number of open home equity line of credit trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
474,hlc2156,Total number of home equity line of credit trades presently 60 or more days delinquent or derogatory occurred in the last 6 months ,Trades,0-90,numeric,0,90
475,hlc2358,Total number of home equity line of credit trades ever 60 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
476,hlc2388,Total number of home equity line of credit trades ever 90 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
477,hlc3410,Total number of open home equity line of credit trades with a balance > $0,Trades,0-90,numeric,0,90
478,hlc3482,Total number of open home equity line of credit trades with actual payment minus scheduled payment >= $100 and < $500 reported in the last 6 months ,Trades,0-90,numeric,0,90
479,hlc3483,Total number of open home equity line of credit trades with actual payment minus scheduled payment >= $500 and < $1000 reported in the last 6 months ,Trades,0-90,numeric,0,90
480,hlc5020,Total balance on open home equity line of credit trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
481,hlc5021,Total balance on open home equity line of credit trades with credit line suspended reported in the last 6 months ,$,0-999999990,numeric,0,999999990
482,hlc5030,"Total balance on open, or closed with a balance > $0 home equity line of credit trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
483,hlc5238,"Total amount difference between actual payment and scheduled payment on open, or closed with a balance > $0 home equity line of credit trades, with actual payment >= scheduled payment and actual payment > $0, excluding derogatory trades, reported in the last 6 months",$,0-999999990,numeric,0,999999990
484,hlc6201,Worst ever status on a home equity line of credit trade with credit line suspended including indeterminates,Rank,0-400,numeric,0,400
485,hlc7130,Balance to credit amount ratio on an open home equity line of credit trade with the highest balance and credit amount > $0 reported in the last 6 months,%,0-990,numeric,0,990
486,hlc7150,"Overall scheduled payment to actual payment ratio on open home equity line of credit trades with actual payment > $0, reported in the last 6 months ",%,0-990,numeric,0,990
487,hlc7180,Maximum single scheduled payment to actual payment ratio on an open home equity line of credit trade reported in the last 6 months,%,0-990,numeric,0,990
488,hlc8220,Number of months since the oldest home equity line of credit trade was opened including indeterminates,Months,0-9990,numeric,0,9990
489,hlc8222,Number of months since the oldest open home equity line of credit trade was opened,Months,0-9990,numeric,0,9990
490,hlc8320,Average number of months since home equity line of credit trades were opened including indeterminates,Months,0-9990,numeric,0,9990
491,iln0300,Total number of installment trades,Trades,0-90,numeric,0,90
492,iln0316,Total number of installment trades reported in the last 6 months,Trades,0-90,numeric,0,90
493,iln0403,Total number of open manufactured home installment trades,Trades,0-90,numeric,0,90
494,iln0416,Total number of open installment trades reported in the last 6 months ,Trades,0-90,numeric,0,90
495,iln0426,Total number of open installment trades reported in the last 6 months that will mature in the next 6 months,Trades,0-90,numeric,0,90
496,iln0437,Total number of open installment trades opened in the last 12 months ,Trades,0-90,numeric,0,90
497,iln1300,Total number of installment trades never delinquent or derogatory,Trades,0-90,numeric,0,90
498,iln1360,Total number of installment trades never delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
499,iln1380,Total number of installment trades never delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
500,iln2000,Total number of open installment trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
501,iln2136,Total number of installment trades presently 60 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
502,iln2176,Total number of installment trades presently 90-180 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
503,iln2320,Total number of installment trades ever 30 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
504,iln2326,Total number of installment trades ever 30 or more days delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
505,iln2328,Total number of installment trades ever 30 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
506,iln2350,Total number of installment trades ever 60 or more days delinquent or derogatory ,Trades,0-90,numeric,0,90
507,iln2356,Total number of installment trades ever 60 or more days delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
508,iln2380,Total number of installment trades ever 90 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
509,iln2387,Total number of installment trades ever 90 or more days delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
510,iln3110,Total number of installment trades with a balance > $0 including indeterminates,Trades,0-90,numeric,0,90
511,iln4070,Total number of occurrences of 30 days delinquency in the last 12 months on installment trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
512,iln4080,Total number of occurrences of 30 days delinquency in the last 24 months on installment trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
513,iln4370,Total number of occurrences of 60 days delinquency in the last 12 months on installment trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
514,iln4770,Total number of occurrences of 90-180 days delinquency in the last 12 months on installment trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
515,iln5020,Total balance on open installment trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
516,iln5040,Total balance on installment trades presently 30 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
517,iln5043,Total balance on installment trades presently 60 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
518,iln5047,Total balance on installment trades presently 90-180 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
519,iln5070,Total balance on installment trades presently derogatory occurred in the last 6 months,$,0-999999990,numeric,0,999999990
520,iln5120,Maximum balance on open installment trades reported in the last 6 months,$,0-999999990,numeric,0,999999990
521,iln5220,Maximum actual payment on open installment trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
522,iln5320,Total credit amount on open installment trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
523,iln5400,Maximum credit amount on installment trades including indeterminates,$,0-999999990,numeric,0,999999990
524,iln5740,Total amount past due on installment trades presently 30 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
525,iln5820,Total monthly payment on open installment trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
526,iln5823,Total monthly payment on open installment trades that will mature in 6 months and reported in the last 6 months,$,0-999999990,numeric,0,999999990
527,iln5838,"Total scheduled payment on open, or closed with a balance > $0 installment trades with actual payment > $0, excluding derogatory trades, reported in the last 6 months",$,0-999999990,numeric,0,999999990
528,iln5923,Total actual payment on open installment trades expected to pay off in 6 months and reported in the last 6 months ,$,0-999999990,numeric,0,999999990
529,iln5930,"Total actual payment on open, or closed with a balance > $0 installment trades, excluding derogatory trades, reported in the last 6 months ",$,0-999999990,numeric,0,999999990
530,iln6160,Worst present status on an installment trade reported in the last 6 months including indeterminates,Rank,0-400,numeric,0,400
531,iln6200,Worst ever status on an installment trade including indeterminates,Rank,0-400,numeric,0,400
532,iln6210,Worst ever status on an installment trade opened in the last 12 months including indeterminates,Rank,0-400,numeric,0,400
533,iln6220,Worst ever status on an installment trade opened in the last 24 months including indeterminates,Rank,0-400,numeric,0,400
534,iln6230,Worst ever status on an installment trade opened in the last 36 months including indeterminates,Rank,0-400,numeric,0,400
535,iln6270,Worst ever status on an installment trade in the last 12 months including indeterminates,Rank,0-400,numeric,0,400
536,iln7110,Overall balance to credit amount ratio on open installment trades reported in the last 6 months with credit amount > $0,%,0-990,numeric,0,990
537,iln7120,Maximum single balance to credit amount ratio on an open installment trade reported in the last 6 months with credit amount > $0,%,0-990,numeric,0,990
538,iln7130,Balance to credit amount ratio on an open installment trade with the highest balance and credit amount > $0 reported in the last 6 months,%,0-990,numeric,0,990
539,iln7150,"Overall scheduled payment to actual payment ratio on open installment trades with actual payment > $0, reported in the last 6 months ",%,0-990,numeric,0,990
540,iln7300,Percentage of trades excluding collections that are installment trades,%,0-100,numeric,0,100
541,iln7310,Percentage of all trades excluding collections that are open installment trades reported in the last 6 months,%,0-100,numeric,0,100
542,iln7430,Percentage of installment trades that are never delinquent or derogatory,%,0-100,numeric,0,100
543,iln7432,Percentage of installment trades reported in the last 6 months that are never delinquent or derogatory occurred in the last 6 months ,%,0-100,numeric,0,100
544,iln7434,Percentage of installment trades reported in the last 24 months that are never delinquent or derogatory occurred in the last 24 months ,%,0-100,numeric,0,100
545,iln7436,Percentage of installment trades that are never delinquent or derogatory occurred in the last 6 months ,%,0-100,numeric,0,100
546,iln7437,Percentage of installment trades that are never delinquent or derogatory occurred in the last 12 months ,%,0-100,numeric,0,100
547,iln7438,Percentage of installment trades that are never delinquent or derogatory occurred in the last 24 months ,%,0-100,numeric,0,100
548,iln7440,Percentage of installment trades that are ever 30 or more days delinquent or derogatory,%,0-100,numeric,0,100
549,iln7460,Percentage of installment trades that are ever 90 or more days delinquent or derogatory,%,0-100,numeric,0,100
550,iln7470,Percentage of installment trades that are ever derogatory,%,0-100,numeric,0,100
551,iln8140,Minimum number of months remaining to maturity on open installment trades reported in the last 6 months,Months,0-9990,numeric,0,9990
552,iln8150,"Number of months since the most recent 30 days delinquency on installment trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
553,iln8151,"Number of months since the most recent 30-180 days delinquency on installment trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
554,iln8152,Number of months since the most recent 30 or more days delinquency or derogatory on installment trades including indeterminates,Months,0-9990,numeric,0,9990
555,iln8153,"Number of months since the most recent 60 days delinquency on installment trades, excluding unsatisfied derogatory including indeterminates",Months,0-9990,numeric,0,9990
556,iln8160,Number of months since the most recent derogatory on installment trades including indeterminates,Months,0-9990,numeric,0,9990
557,iln8220,Number of months since the oldest installment trade was opened including indeterminates,Months,0-9990,numeric,0,9990
558,iln8320,Average number of months since installment trades were opened including indeterminates,Months,0-9990,numeric,0,9990
559,iqa9415,Total number of auto loan or lease inquiries made in the last 3 months,Inquiries,0-90,numeric,0,90
560,iqa9416,Total number of auto loan or lease inquiries made in the last 6 months ,Inquiries,0-90,numeric,0,90
561,iqa9427,Total number of auto loan or lease inquiries made in the last 12 months (no deduplication),Inquiries,0-90,numeric,0,90
562,iqa9540,Number of days since the most recent auto loan or lease inquiry (no deduplication),Days,0-9990,numeric,0,9990
563,iqb9415,Total number of bankcard revolving and charge inquiries made in the last 3 months,Inquiries,0-90,numeric,0,90
564,iqb9416,Total number of bankcard revolving and charge inquiries made in the last 6 months ,Inquiries,0-90,numeric,0,90
565,iqb9510,Number of months since the most recent bankcard revolving and charge inquiry (no deduplication),Months,0-9990,numeric,0,9990
566,iqb9540,Number of days since the most recent bankcard revolving and charge inquiry (no deduplication),Days,0-9990,numeric,0,9990
567,iqc9410,Total number of collection inquiries (no deduplication),Inquiries,0-90,numeric,0,90
568,iqc9417,Total number of collection inquiries made in the last 12 months (no deduplication),Inquiries,0-90,numeric,0,90
569,iqf9410,Total number of personal finance inquiries,Inquiries,0-90,numeric,0,90
570,iqf9415,Total number of personal finance inquiries made in the last 3 months,Inquiries,0-90,numeric,0,90
571,iqf9417,Total number of personal finance inquiries made in the last 12 months ,Inquiries,0-90,numeric,0,90
572,iqf9540,Number of days since the most recent personal finance inquiry (no deduplication),Days,0-9990,numeric,0,9990
573,iqm9416,Total number of mortgage type inquiries made in the last 6 months ,Inquiries,0-90,numeric,0,90
574,iqm9417,Total number of mortgage type inquiries made in the last 12 months ,Inquiries,0-90,numeric,0,90
575,iqp9510,Number of months since the most recent real estate and property management inquiry (no deduplication),Months,0-9990,numeric,0,9990
576,iqp9540,Number of days since the most recent real estate and property management inquiry (no deduplication),Days,0-9990,numeric,0,9990
577,iqr9410,Total number of retail inquiries,Inquiries,0-90,numeric,0,90
578,iqr9415,Total number of retail inquiries made in the last 3 months,Inquiries,0-90,numeric,0,90
579,iqr9510,Number of months since the most recent retail inquiry (no deduplication),Months,0-9990,numeric,0,9990
580,iqt9410,Total number of inquiries,Inquiries,0-90,numeric,0,90
581,iqt9412,Total number of inquiries made in the last 14 days,Inquiries,0-90,numeric,0,90
582,iqt9413,Total number of inquiries made in the last 30 days,Inquiries,0-90,numeric,0,90
583,iqt9415,Total number of inquiries made in the last 3 months,Inquiries,0-90,numeric,0,90
584,iqt9416,Total number of inquiries made in the last 6 months ,Inquiries,0-90,numeric,0,90
585,iqt9417,Total number of inquiries made in the last 12 months ,Inquiries,0-90,numeric,0,90
586,iqt9420,Total number of inquiries (no deduplication),Inquiries,0-90,numeric,0,90
587,iqt9423,Total number of inquiries made in the last 30 days (no deduplication),Inquiries,0-90,numeric,0,90
588,iqt9425,Total number of inquiries made in the last 3 months (no deduplication),Inquiries,0-90,numeric,0,90
589,iqt9427,Total number of inquiries made in the last 12 months (no deduplication),Inquiries,0-90,numeric,0,90
590,iqt9510,Number of months since the most recent inquiry (no deduplication),Months,0-9990,numeric,0,9990
591,iqt9526,Range of days between the first and last inquiry made in the last 6 months (no deduplication),Days,0-990,numeric,0,990
592,iqt9536,Average number of days between inquiries made in the last 6 months (no deduplication),Days,0-990,numeric,0,990
593,iqt9846,Ratio of inquiries (no deduplication) in the last 6 months to trades opened in the last 6 months excluding collections,%,0-990,numeric,0,990
594,mta0300,Total number of mortgage type trades,Trades,0-90,numeric,0,90
595,mta0316,Total number of mortgage type trades reported in the last 6 months,Trades,0-90,numeric,0,90
596,mta0317,Total number of mortgage type trades reported in the last 12 months,Trades,0-90,numeric,0,90
597,mta0318,Total number of mortgage type trades reported in the last 24 months,Trades,0-90,numeric,0,90
598,mta0400,Total number of open mortgage type trades ,Trades,0-90,numeric,0,90
599,mta0416,Total number of open mortgage type trades reported in the last 6 months ,Trades,0-90,numeric,0,90
600,mta0436,Total number of open mortgage type trades opened in the last 6 months ,Trades,0-90,numeric,0,90
601,mta0437,Total number of open mortgage type trades opened in the last 12 months ,Trades,0-90,numeric,0,90
602,mta0438,Total number of open mortgage type trades opened in the last 24 months ,Trades,0-90,numeric,0,90
603,mta0702,"Total number of closed mortgage type trades, with no open mortgage types trades present and all mortgage type trades never delinquent or derogatory",Trades,0-90,numeric,0,90
604,mta1300,Total number of mortgage type trades never delinquent or derogatory,Trades,0-90,numeric,0,90
605,mta1304,Total number of mortgage type trades under a loan modification plan never delinquent or derogatory,Trades,0-90,numeric,0,90
606,mta1370,Total number of mortgage type trades never delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
607,mta2000,Total number of open mortgage type trades presently satisfactory reported in the last 6 months ,Trades,0-90,numeric,0,90
608,mta2106,Total number of mortgage type trades presently 30 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
609,mta2136,Total number of mortgage type trades presently 60 days delinquent reported in the last 6 months ,Trades,0-90,numeric,0,90
610,mta2326,Total number of mortgage type trades ever 30 or more days delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
611,mta2327,Total number of mortgage type trades ever 30 or more days delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
612,mta2357,Total number of mortgage type trades ever 60 or more days delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
613,mta2358,Total number of mortgage type trades ever 60 or more days delinquent or derogatory occurred in the last 24 months,Trades,0-90,numeric,0,90
614,mta2380,Total number of mortgage type trades ever 90 or more days delinquent or derogatory,Trades,0-90,numeric,0,90
615,mta2386,Total number of mortgage type trades ever 90 or more days delinquent or derogatory occurred in the last 6 months,Trades,0-90,numeric,0,90
616,mta2387,Total number of mortgage type trades ever 90 or more days delinquent or derogatory occurred in the last 12 months,Trades,0-90,numeric,0,90
617,mta4070,Total number of occurrences of 30 days delinquency in the last 12 months on mortgage type trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
618,mta4080,Total number of occurrences of 30 days delinquency in the last 24 months on mortgage type trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
619,mta4370,Total number of occurrences of 60 days delinquency in the last 12 months on mortgage type trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
620,mta4780,Total number of occurrences of 90-180 days delinquency in the last 24 months on mortgage type trades excluding unsatisfied derogatory,Occurrences,0-990,numeric,0,990
621,mta5020,Total balance on open mortgage type trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
622,mta5030,"Total balance on open, or closed with a balance > $0 mortgage type trades, reported in the last 6 months excluding derogatory trades",$,0-999999990,numeric,0,999999990
623,mta5040,Total balance on mortgage type trades presently 30 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
624,mta5043,Total balance on mortgage type trades presently 60 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
625,mta5047,Total balance on mortgage type trades presently 90-180 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
626,mta5070,Total balance on mortgage type trades presently derogatory occurred in the last 6 months,$,0-999999990,numeric,0,999999990
627,mta5121,Balance on the most recently opened open mortgage type trade,$,0-999999990,numeric,0,999999990
628,mta5320,Total credit amount on open mortgage type trades reported in the last 6 months ,$,0-999999990,numeric,0,999999990
629,mta5422,Credit amount on the oldest open mortgage type trade with credit amount > $0,$,0-999999990,numeric,0,999999990
630,mta5740,Total amount past due on mortgage type trades presently 30 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
631,mta5743,Total amount past due on mortgage type trades presently 60 days delinquent reported in the last 6 months,$,0-999999990,numeric,0,999999990
632,mta6160,Worst present status on a mortgage type trade reported in the last 6 months including indeterminates,Rank,0-400,numeric,0,400
633,mta6220,Worst ever status on a mortgage type trade opened in the last 24 months including indeterminates,Rank,0-400,numeric,0,400
634,mta6230,Worst ever status on a mortgage type trade opened in the last 36 months including indeterminates,Rank,0-400,numeric,0,400
635,mta6270,Worst ever status on a mortgage type trade in the last 12 months including indeterminates,Rank,0-400,numeric,0,400
636,mta6280,Worst ever status on a mortgage type trade in the last 24 months including indeterminates,Rank,0-400,numeric,0,400
637,mta7410,Percentage of mortgage type trades that are open and reported in the last 6 months,%,0-100,numeric,0,100
638,mta7430,Percentage of mortgage type trades that are never delinquent or derogatory,%,0-100,numeric,0,100
639,mta7433,Percentage of mortgage type trades reported in the last 12 months that are never delinquent or derogatory occurred in the last 12 months ,%,0-100,numeric,0,100
640,mta7434,Percentage of mortgage type trades reported in the last 24 months that are never delinquent or derogatory occurred in the last 24 months ,%,0-100,numeric,0,100
641,mta7440,Percentage of mortgage type trades that are ever 30 or more days delinquent or derogatory,%,0-100,numeric,0,100
